,maturity,K,cbid,cask,pbid,pask,qty_cbid,qty_cask,qty_pbid,qty_pask,ts_cbid,ts_cask,ts_pbid,ts_pask,F_market,S,F_calc,ts,age_cbid,age_cask,age_pbid,age_pask
5,2022-11-11,18500.0,0.024,0.025,0.0305,0.0315,39.2,6.6,4.0,12.1,1667973899.0,1667973899.0,1667973898.0,1667973898.0,18382.0,18386.15310578201,18382.797615051782,1667973901,2.0,2.0,3.0,3.0
6,2022-11-11,19000.0,0.0125,0.0135,0.0455,0.049,53.2,19.5,20.2,18.9,1667973898.0,1667973898.0,1667973898.0,1667973898.0,18382.0,18386.15310578201,18382.797615051782,1667973901,3.0,3.0,3.0,3.0
8,2022-11-11,19500.0,0.006,0.007,0.0655,0.07,53.4,51.2,4.1,18.8,1667973899.0,1667973899.0,1667973898.0,1667973898.0,18382.0,18386.15310578201,18382.797615051782,1667973901,2.0,2.0,3.0,3.0
2,2022-11-11,20000.0,0.003,0.0035,0.0865,0.094,6.7,19.2,25.0,14.2,1667973898.0,1667973898.0,1667973895.0,1667973895.0,18382.0,18386.15310578201,18382.797615051782,1667973901,3.0,3.0,6.0,6.0
0,2022-11-11,20500.0,0.0015,0.002,0.022,0.1275,18.3,22.5,10.3,39.8,1667973898.0,1667973898.0,1667973898.0,1667973898.0,18382.0,18386.15310578201,18382.797615051782,1667973901,3.0,3.0,3.0,3.0
3,2022-11-11,21000.0,0.001,0.0015,0.013,,0.1,55.0,0.1,,1667973896.0,1667973896.0,1667973896.0,,18382.0,18386.15310578201,18382.797615051782,1667973901,5.0,5.0,5.0,
1,2022-11-11,21500.0,0.0005,0.001,,,13.8,11.0,,,1667973899.0,1667973899.0,,,18382.0,18386.15310578201,18382.797615051782,1667973901,2.0,2.0,,
19,2022-11-11,22000.0,,0.001,,,,50.8,,,,1667973896.0,,,18382.0,18386.15310578201,18382.797615051782,1667973901,,5.0,,
18,2022-11-11,23000.0,,0.0005,,,,0.3,,,,1667973896.0,,,18382.0,18386.15310578201,18382.797615051782,1667973901,,5.0,,
9,2022-11-11,24000.0,,0.0005,0.0005,,,0.5,1.0,,,1667973896.0,1667973899.0,,18382.0,18386.15310578201,18382.797615051782,1667973901,,5.0,2.0,
14,2022-11-11,25000.0,,0.0005,0.0005,,,15.1,1.1,,,1667973896.0,1667973899.0,,18382.0,18386.15310578201,18382.797615051782,1667973901,,5.0,2.0,
16,2022-11-11,26000.0,,0.0005,0.0085,0.9,,35.1,0.3,1.0,,1667973896.0,1667973896.0,1667973896.0,18382.0,18386.15310578201,18382.797615051782,1667973901,,5.0,5.0,5.0
11,2022-11-11,27000.0,,0.0005,0.0005,,,72.6,0.1,,,1667973896.0,1667973899.0,,18382.0,18386.15310578201,18382.797615051782,1667973901,,5.0,2.0,
12,2022-11-11,28000.0,,0.0005,0.0005,,,37.6,0.1,,,1667973896.0,1667973898.0,,18382.0,18386.15310578201,18382.797615051782,1667973901,,5.0,3.0,
10,2022-11-11,29000.0,,0.0005,0.0005,,,34.1,0.1,,,1667973896.0,1667973899.0,,18382.0,18386.15310578201,18382.797615051782,1667973901,,5.0,2.0,
13,2022-11-11,30000.0,,0.0005,0.0005,,,34.1,0.1,,,1667973896.0,1667973898.0,,18382.0,18386.15310578201,18382.797615051782,1667973901,,5.0,3.0,
15,2022-11-11,31000.0,,0.0005,0.0005,,,34.1,0.1,,,1667973896.0,1667973898.0,,18382.0,18386.15310578201,18382.797615051782,1667973901,,5.0,3.0,
17,2022-11-11,32000.0,,0.0005,0.0005,,,37.1,0.1,,,1667973896.0,1667973898.0,,18382.0,18386.15310578201,18382.797615051782,1667973901,,5.0,3.0,
